1.1.1			
1.17.3	1.17.3	Case: genitive, Degree: positive, Gender: neuter, Number: singular	
κερκίδες	κερκίς	Case: nominative, Gender: feminine, Number: plural	the rod
ἐσχίσθησαν	σχίζω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	to split, cleave
πλατείαις	πλατεῖα	Case: dative, Gender: feminine, Number: plural	street
κλίμαξι	κλίμαξις	Case: dative, Gender: neuter, Number: plural	
1.17.4	1.17.4	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
ἕδραι	ἕδρα	Case: nominative, Gender: feminine, Number: plural	a sitting-place
λίθιναί	λίθινος	Case: nominative, Degree: positive, Gender: feminine, Number: plural	of stone
εἰσιν	οἶσι	Mood: indicative, Number: plural, Person: second, Tense: present, VerbForm: finite, Voice: active	
1.17.5	1.17.5	Case: genitive, Gender: masculine, Number: singular	
ἱερεῖς	ἱερεύς	Case: nominative, Gender: masculine, Number: plural	a priest, sacrificer
στρατηγοὶ	στρατηγός	Case: nominative, Gender: masculine, Number: plural	the leader
ἐκάθιζον	καθίζω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to make to sit down, seat
μαρμαρίνους	μαρμάρινος	Case: accusative, Degree: positive, Gender: masculine, Number: plural	of marble
θρόνους	θρόνους	Case: accusative, Gender: masculine, Number: plural	
1.17.6	1.17.6	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
θρόνοι	θρόνος	Case: nominative, Gender: masculine, Number: plural	a seat, chair
πρὸ	πρό		before
ἐτέθησαν	τίθημι	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: passive	to set, put, place
1.17.7	1.17.7	Case: genitive, Gender: masculine, Number: singular	
Εὐριπίδης	Εὐριπίδης	Case: nominative, Gender: masculine, Number: singular	Euripides
ἐκεῖ	ἐκεῖ		there, in that place
ἐδίδασκε	διδάσκω	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to teach
ἐνδόξους	ἐνδόξοος	Case: accusative, Degree: positive, Gender: feminine, Number: plural	
τραγῳδίας	τραγῳδία	Case: accusative, Gender: feminine, Number: plural	a tragedy
1.17.8	1.17.8	Case: genitive, Gender: masculine, Number: singular	
ὑποκριταὶ	ὑποκριτής	Case: nominative, Gender: masculine, Number: plural	an interpreter, actor
ἔφερον	φέρω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to bear
πρόσωπα	πρόσωπον	Case: accusative, Gender: neuter, Number: plural	the face, visage, countenance
1.17.9	1.17.9	Case: genitive, Gender: masculine, Number: singular	
θεοῦ	θεός	Case: genitive, Gender: masculine, Number: singular	god
βωμὸς	βωμός	Case: nominative, Gender: masculine, Number: singular	any raised platform, a stand
ἔστη	ἵστημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to make to stand
μέσῃ	μέσος	Case: dative, Degree: positive, Gender: feminine, Number: singular	middle, in the middle
ὀρχήστρᾳ	ὀρχήστρα	Case: dative, Gender: feminine, Number: singular	the orchestra
1.18.0	1.18.0	Case: genitive, Gender: masculine, Number: singular	
Musical	Musical	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Instruments	Instruments	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.18.1	1.18.1	Case: genitive, Gender: masculine, Number: singular	
παλαιοὶ	παλαιός	Case: nominative, Degree: positive, Gender: masculine, Number: plural	old in years
ἔμπειροι	ἔμπειρος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	experienced
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
μουσικῆς	μουσικός	Case: genitive, Degree: positive, Gender: feminine, Number: singular	 musical, skilled in music, elegant
1.18.2	1.18.2	Case: genitive, Gender: feminine, Number: singular	
φόρμιγγι	φόρμιγξ	Case: dative, Gender: feminine, Number: singular	the phorminx
ἐχρῶντο	χράω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	to fall upon, attack, assail
λύρᾳ	λύρα	Case: dative, Gender: feminine, Number: singular	lyre
κιθάρᾳ	κιθάρη	Case: dative, Gender: feminine, Number: singular	
1.18.3	1.18.3	Case: genitive, Gender: masculine, Number: singular	
Ἑρμῆς	Ἑρμῆς	Case: nominative, Gender: masculine, Number: singular	Hermes; a statue or bust of Hermes
λέγουσιν	λέγω	Mood: indicative, Number: plural, Person: third, Tense: present, VerbForm: finite, Voice: active	to say, tell, speak; epic and arch.: pick, gather
ἐξεῦρε	ἐξευρίσκω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to find out, discover
κιθάραν	κιθάρανος	Case: accusative, Gender: feminine, Number: singular	
Ἀπόλλων	Ἀπόλλων	Case: nominative, Gender: masculine, Number: singular	Apollo
λύραν	λύραν	Case: accusative, Gender: feminine, Number: singular	
1.18.4	1.18.4	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: active	
χοροῖς	χορός	Case: dative, Gender: masculine, Number: plural	a round dance
παρῆν	πάρειμι	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	be present
αὐλητής	αὐλητής	Case: nominative, Gender: masculine, Number: singular	an aulos-player
αὐλὸν	αὐλός	Case: accusative, Gender: masculine, Number: singular	aulos (wind instrument resembling oboe)
ἔχων	χωνέω	Case: nominative, Gender: masculine, Number: singular, Tense: present, VerbForm: participle, Voice: active	
1.18.5	1.18.5	Case: genitive, Gender: masculine, Number: singular	
αὐλοὶ	αὐλός	Case: nominative, Gender: masculine, Number: plural	aulos (wind instrument resembling oboe)
ἦσαν	εἰμί	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
ξύλινοι	ξύλινος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	of wood, wooden
ὀστέϊνοι	ὀστέϊνος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	made of bone, of bone
1.18.6	1.18.6	Case: genitive, Gender: masculine, Number: singular	
λύρα	λύρα	Case: nominative, Gender: feminine, Number: singular	lyre
χορδὰς	χορδή	Case: accusative, Gender: feminine, Number: plural	gut, gut string, sausage
ἔχει	ἔχω	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: active	have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)
αὐλὸς	αὐλός	Case: nominative, Gender: masculine, Number: singular	aulos (wind instrument resembling oboe)
οὔκ	οὗκε	Case: genitive, Definiteness: definite, Gender: masculine, Number: singular, PrononimalType: demonstrative	
1.18.7	1.18.7	Case: genitive, Gender: masculine, Number: singular	
Φυσᾶται	Φυσάτης	Case: nominative, Gender: masculine, Number: plural	
αὐλός	αὐλός	Case: nominative, Gender: masculine, Number: singular	aulos (wind instrument resembling oboe)
ψάλλεται	ψάλλω	Mood: indicative, Number: singular, Person: third, Tense: present, VerbForm: finite, Voice: middle	to touch sharply, to pluck, pull, twitch
λύρα	λύρα	Case: nominative, Gender: feminine, Number: singular	lyre
1.18.8	1.18.8	Case: genitive, Gender: feminine, Number: singular	
ἄρχων	ἄρχων	Case: nominative, Gender: masculine, Number: singular	a ruler, commander, chief, captain
χορὸν	χορός	Case: accusative, Gender: masculine, Number: singular	a round dance
διδοὺς	δίδωμι	Case: nominative, Gender: masculine, Number: singular, Tense: present, VerbForm: participle, Voice: active	to give
αὐλητὴν	αὐλητής	Case: accusative, Gender: masculine, Number: singular	an aulos-player
ἀπενεμε	ἀπονέμω	Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to portion out, impart, assign
χορηγῷ	χορηγός	Case: dative, Gender: masculine, Number: singular	a chorus leader
1.18.9	1.18.9	Case: genitive, Gender: masculine, Number: singular	
χορηγὸς	χορηγός	Case: nominative, Gender: masculine, Number: singular	a chorus leader
μισθὸν	μισθός	Case: accusative, Gender: masculine, Number: singular	wages, pay, hire
ἐδίδου	δίδωμι	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to give
αὐλητῇ	αὐλητής	Case: dative, Gender: masculine, Number: singular	an aulos-player
1.19.0	1.19.0	Case: genitive, Gender: masculine, Number: singular	
Ships	Ships	Case: genitive, Gender: masculine, Number: singular	
1.19.1	1.19.1	Case: genitive, Gender: masculine, Number: singular	
νῆες	ναῦς	Case: nominative, Gender: feminine, Number: plural	a ship
πολλοὺς	πολύς	Case: accusative, Degree: positive, Gender: masculine, Number: plural	much, many
ἔφερον	φέρω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to bear
ἐρέτας	ἐρέτης	Case: accusative, Gender: feminine, Number: plural	a rower
ναυβάτας	ναυβάται	Case: accusative, Gender: masculine, Number: plural	
1.19.2	1.19.2	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
ἐρέται	λέγω	Mood: indicative, Number: singular, Person: third, Tense: future, VerbForm: finite, Voice: middle	to say, tell, speak; epic and arch.: pick, gather
ἕκαστος	ἕκαστος	Case: nominative, Degree: positive, Gender: masculine, Number: singular	every, every one, each, each one
ἤλασαν	ἐλαύνω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to drive, drive on, set in motion
ναῦν	ναῦς	Case: accusative, Gender: feminine, Number: singular	a ship
κώπαις	κώπαις	Case: dative, Gender: feminine, Number: plural	
1.19.3	1.19.3	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
νεὼς	ναῦς	Case: genitive, Gender: feminine, Number: singular	a ship
πρῷρα	πρῷρα	Case: nominative, Gender: feminine, Number: singular	the forepart of a ship, a ship's head, prow, bow
ὑψηλὴ	ὑψηλής	Case: nominative, Degree: positive, Gender: feminine, Number: singular	
ἦν	ἄνος	Case: genitive, Definiteness: definite, Gender: masculine, Number: singular, PrononimalType: demonstrative	
1.19.4	1.19.4	Case: genitive, Gender: masculine, Number: singular	
Πρότονοι	Πρότονος	Case: nominative, Gender: masculine, Number: plural	
ἐστήριξαν	στηρίζω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to make fast, prop, fix, set
ἱστόν	ἱστόν	Case: accusative, Gender: masculine, Number: singular	
1.19.5	1.19.5	Case: genitive, Gender: masculine, Number: singular	
ναῦται	ναύτης	Case: nominative, Gender: masculine, Number: plural	a sailor, seaman; a fellow sailor
ἦραν	ἀείρω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to lift, heave, raise up
ἱστόν	ἱστόν	Case: accusative, Gender: masculine, Number: singular	
1.19.6	1.19.6	Case: genitive, Gender: masculine, Number: singular	
πνεῦμα	πνεῦμα	Case: nominative, Gender: neuter, Number: singular	a blowing
ἐνέπλησε	ἐμπίμπλημι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	fill quite full
ἱστία	ἱστία	Case: nominative, Gender: neuter, Number: plural	feast
1.19.7	1.19.7	Case: genitive, Gender: masculine, Number: singular	
Κορίνθιοι	Κορίνθιος	Case: nominative, Degree: positive, Gender: masculine, Number: plural	Corinthian
πρῶτοι	πρῶτος	Case: nominative, Gender: masculine, Number: plural	first
τριήρεις	τριήρης	Case: accusative, Gender: feminine, Number: plural	trireme
ἐναυπήγησαν	ἐναυπάω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	
1.19.8	1.19.8	Case: genitive, Gender: masculine, Number: singular	
Ἑλλήνων	Ἕλλην	Case: genitive, Gender: masculine, Number: plural	Hellen; Greek
ἱστίοις	ἑστίον	Case: dative, Gender: masculine, Number: plural	
κώπαις	κώπα	Case: dative, Gender: feminine, Number: plural	oar
ἐχρῶντο	ἐχρῴω	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	
1.19.9	1.19.9	Case: genitive, Gender: masculine, Number: singular	
ἔμβολος	ἔμβολος	Case: nominative, Gender: masculine, Number: singular	pointed so as to be thrust in: ram, peg, bolt
ἔρρηξε	ῥήγνυμι	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to break, break asunder
πολεμίων	πολέμιος	Case: genitive, Degree: positive, Gender: masculine, Number: plural	hostile; enemy
ναῦς	ναῦς	Case: nominative, Gender: masculine, Number: singular	a ship
1.20.0	1.20.0	Case: genitive, Gender: masculine, Number: singular	
Paris	Paris	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
1.20.1	1.20.1	Case: genitive, Gender: masculine, Number: singular	
Πάρις	Πάρις	Case: nominative, Gender: masculine, Number: singular	Paris son of Priam
ἦν	εἰμί	Aspect: imperfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to be
Πριάμου	Πρίαμος	Case: genitive, Gender: masculine, Number: singular	Priam
Τροίας	Τροία	Case: genitive, Gender: feminine, Number: singular	Troy
βασιλέως	βασιλεύς	Case: genitive, Gender: masculine, Number: singular	a king, chief
υἱός	υἱός	Case: nominative, Gender: masculine, Number: singular	a son
1.20.2	1.20.2	Case: genitive, Gender: masculine, Number: singular	
Ἐλθών	ἔρχομαι	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to come
ποτε	ποτε		ever, sometime
Λακεδαίμονα	Λακεδαίμων	Case: accusative, Gender: feminine, Number: singular	Lacedaemon
εἶδεν	ὁράω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to see
ἐκεῖ	ἐκεῖ		there, in that place
Ἑλένην	Ἑλένη	Case: accusative, Gender: feminine, Number: singular	Helen
βασιλέως	βασιλεύς	Case: genitive, Gender: masculine, Number: singular	a king, chief
Μενέλεω	Μενέλαος	Case: genitive, Gender: masculine, Number: singular	Menelaos
γυναῖκα	γυνή	Case: accusative, Gender: feminine, Number: singular	a woman
1.20.3	1.20.3	Case: genitive, Degree: positive, Gender: masculine, Number: singular	
Μενέλεω	Μενέλαος	Case: genitive, Gender: masculine, Number: singular	Menelaos
ἀπελθόντος	ἀπέρχομαι	Aspect: perfective, Case: genitive, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: active	to go away, depart from
Κρήτην	Κρήτη	Case: accusative, Gender: feminine, Number: singular	Crete
Πάρις	Πάρις	Case: nominative, Gender: masculine, Number: singular	Paris son of Priam
ἀπεκόμισε	ἀποκομίζω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to carry away, escort
Ἑλένην	Ἑλένην	Case: accusative, Gender: feminine, Number: singular	
1.20.4	1.20.4	Case: genitive, Gender: masculine, Number: singular	
γενομένων	γίγνομαι	Aspect: perfective, Case: genitive, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: middle	become, be born
Ἔλληνες	Ἔλλην	Case: nominative, Gender: masculine, Number: plural	
μάλιστα	μάλα	Degree: superlative	very, very much, exceedingly
ἠγανάκτησαν	ἀγανακτέω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to feel irritation
1.20.5	1.20.5	Case: genitive, Gender: masculine, Number: singular	
Καὶ	καί		and, also
ξυλλέξαντες	ξυλλέω	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: active	
μεγάλην	μέγας	Case: accusative, Degree: positive, Gender: feminine, Number: singular	big, great
στρατιὰν	στρατιά	Case: accusative, Gender: feminine, Number: singular	army
ἐπῆλθον	ἐπέρχομαι	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	come near; come upon; attack
Τρῶσιν	Τρῶσις	Case: dative, Gender: masculine, Number: plural	
1.20.6	1.20.6	Case: genitive, Gender: masculine, Number: singular	
Πρῶτον	πρῶτος	Case: accusative, Gender: neuter, Number: singular	first
ἐδύναντο	δύναμαι	Aspect: imperfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: middle	to be able, capable, strong enough
πόλιν	πόλις	Case: accusative, Gender: feminine, Number: singular	a city
καταλαβεῖν	καταλαμβάνω	Aspect: perfective, Tense: past, VerbForm: infinitive, Voice: active	to seize upon, lay hold of
1.20.7	1.20.7	Case: genitive, Gender: masculine, Number: singular	
Αὐτὴν	αὐτός	Case: accusative, Gender: feminine, Number: singular	unemph. 3rd pers.pronoun; -self; the same 
δέκα	δέκα		ten
ἔτη	ἔτος	Case: accusative, Gender: neuter, Number: plural	a year
πολιορκήσαντες	πολιορκέω	Aspect: perfective, Case: nominative, Gender: masculine, Number: plural, Tense: past, VerbForm: participle, Voice: active	to hem in a city, blockade, beleaguer, besiege
τέλος	τέλος	Case: accusative, Gender: neuter, Number: singular	end, authority, fulfilment, taxes, duty
κατέλαβον	καταλαμβάνω	Aspect: perfective, Mood: indicative, Number: plural, Person: third, Tense: past, VerbForm: finite, Voice: active	to seize upon, lay hold of
1.20.8	1.20.8	Case: genitive, Gender: masculine, Number: singular	
Καὶ	καί		and, also
Πάρις	Πάρις	Case: nominative, Gender: feminine, Number: singular	Paris son of Priam
ὀϊστῷ	ὀϊστός	Case: dative, Degree: positive, Gender: masculine, Number: singular	arrow
τραυματισθεὶς	τραυματίζω	Aspect: perfective, Case: nominative, Gender: masculine, Number: singular, Tense: past, VerbForm: participle, Voice: passive	to wound
ἀπέθανεν	ἀποθνῄσκω	Aspect: perfective, Mood: indicative, Number: singular, Person: third, Tense: past, VerbForm: finite, Voice: active	to die, be killed
